category_code,category_name,additive_name,cns,ins,max_amount,unit,remark,calc_basis
06.03.02.01,生湿面制品(如面条、饺子皮、馄饨皮、烧麦皮)(仅限拉面),"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.05,g/kg,,二氧化硫残留量计
06.04.02.02,其他杂粮制品(仅限脱水马铃薯制品),"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.4,g/kg,,
06.05.01,食用淀粉,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.03,g/kg,,二氧化硫残留量计
07.03,饼干,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.1,g/kg,,
07.05,其他焙烤食品(仅限风味派),"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.05,g/kg,,
09.01,鲜水产(仅限于海水虾蟹类),"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.1,g/kg,,
09.02,冷冻水产品及其制品(仅限于海水虾蟹类及其制品),"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.1,g/kg,,
11.01.01,白砂糖及白砂糖制品、绵白糖、红糖、冰片糖,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.03,g/kg,,
11.01.02,赤砂糖、原糖、其他糖和糖浆,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.1,g/kg,,
11.02,淀粉糖(食用葡萄糖、低聚异麦芽糖、果葡糖浆、麦 芽 糖、麦 芽 糊 精、葡 萄 糖 浆等),"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.04,g/kg,,
11.05,调味糖浆,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.05,g/kg,,
12.10.02,半固体复合调味料,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.05,g/kg,最大使用量以二氧化硫残留量计,
14.02.01,果蔬汁(浆),"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.05,g/kg,"以即饮状态计,最大使用量以二氧化硫残留量计,浓缩果蔬汁(浆)按浓缩倍数折算,相应的固体饮料按稀释倍数增加使用量",
14.02.03,果蔬汁(浆)类饮料,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.05,g/kg,"以即饮状态计,最大使用量以二氧化硫残留量计,浓缩果蔬汁(浆)按浓缩倍数折算,相应的固体饮料按稀释倍数增加使用量",
15.02,配制酒,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.25,g/L,最大使用量以二氧化硫残留量计,
15.03.01,葡萄酒,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.4,g/L,"甜型葡萄酒最大使用量为0.4g/L,最大使用量以二氧化硫残留量计",
15.03.03,果酒,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.4,g/L,"甜型果酒最大使用量为0.4g/L,最大使用量以二氧化硫残留量计",
15.03.05,啤酒和麦芽饮料,"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",05.001,220,0.01,g/kg,最大使用量以二氧化硫残留量计,
04.01.02.05,果酱,二氧化钛,08.011,171,5.0,g/kg,,
04.01.02.08.01,蜜饯类、凉果类,二氧化钛,08.011,171,10.0,g/kg,,
04.01.02.08.04,话化类,二氧化钛,08.011,171,10.0,g/kg,,
05.01,"可可制品、巧克力和巧克力制品,包括代可可脂巧克力及制品",二氧化钛,08.011,171,2.0,g/kg,,
05.02.01,胶基糖果,二氧化钛,08.011,171,5.0,g/kg,,
05.02.02,除胶基糖果以外的其他糖果,二氧化钛,08.011,171,10.0,g/kg,,
05.03,糖果和巧克力制品包衣,二氧化钛,08.011,171,-1.0,GMP,,
05.04,"装饰糖果(如工艺造型,或用于蛋糕装饰)、顶饰(非水果材料)和甜汁",二氧化钛,08.011,171,5.0,g/kg,,
06.04.02.02,其他杂粮制品(仅限脱水马铃薯制品),二氧化钛,08.011,171,0.5,g/kg,,
11.05,调味糖浆,二氧化钛,08.011,171,5.0,g/kg,,
12.10.02.01,蛋黄酱、沙拉酱,二氧化钛,08.011,171,0.5,g/kg,,
14.06,固体饮料,二氧化钛,08.011,171,-1.0,GMP,,
16.01,果冻,二氧化钛,08.011,171,10.0,g/kg,"如用于果冻粉,按冲调倍数增加使用量",
16.03,胶原蛋白肠衣,二氧化钛,08.011,171,-1.0,GMP,,
16.06,膨化食品,二氧化钛,08.011,171,10.0,g/kg,,
16.07,其他(仅限魔芋凝胶制品),二氧化钛,08.011,171,2.5,g/kg,,
01.02.02,风味发酵乳,二氧化碳,17.014,290,-1.0,GMP,,
05.02.02,除胶基糖果以外的其他糖果,二氧化碳,17.014,290,-1.0,GMP,,
14.0,饮料类[14.01.02饮用纯净水、14.01.03其他类饮 用 水、14.02.01 果 蔬 汁 (浆)、14.02.02浓缩果蔬汁(浆)除外],二氧化碳,17.014,290,-1.0,GMP,,
15.02,配制酒,二氧化碳,17.014,290,-1.0,GMP,,
15.03.06,其他发酵酒类(充气型),二氧化碳,17.014,290,-1.0,GMP,,
01.02.02,风味发酵乳,番茄红,08.150,,0.006,g/kg,,
05.02.02,除胶基糖果以外的其他糖果,番茄红,08.150,,0.25,g/kg,,
09.02.03,冷冻水产糜及其制品(包括冷冻丸类产品等),番茄红,08.150,,0.08,g/kg,,以番茄红素计
09.04,熟制水产品(可直接食用),番茄红,08.150,,0.08,g/kg,,以番茄红素计
01.10.02,半固体复合调味料,番茄红,08.150,,0.125,g/kg,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],番茄红,08.150,,0.006,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
01.01.03,调制乳,番茄红素,08.017,160d,0.015,g/kg,,以纯番茄红素计
01.02.02,风味发酵乳,番茄红素,08.017,160d,0.015,g/kg,,以纯番茄红素计
05.02,糖果,番茄红素,08.017,160d,0.06,g/kg,,以纯番茄红素计
06.06,"即食谷物,包括碾轧燕麦(片)",番茄红素,08.017,160d,0.05,g/kg,,以纯番茄红素计
07.0,焙烤食品,番茄红素,08.017,160d,0.05,g/kg,,以纯番茄红素计
12.10.01.01,固体汤料,番茄红素,08.017,160d,0.39,g/kg,,以纯番茄红素计
12.10.02,半固体复合调味料,番茄红素,08.017,160d,0.04,g/kg,,以纯番茄红素计
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],番茄红素,08.017,160d,0.015,g/kg,,"以纯番茄红素计,以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
16.01,果冻,番茄红素,08.017,160d,0.05,g/kg,"如用于果冻粉,按冲调倍数增加使用量",纯番茄红素
05.02,糖果,蜂蜡,14.013,901,-1.0,GMP,,
05.03,糖果和巧克力制品包衣,蜂蜡,14.013,901,-1.0,GMP,,
05.02.01,胶基糖果,富马酸,01.110,297,8.0,g/kg,,
06.03.02.01,生湿面制品(如 面 条、饺 子 皮、馄 饼 皮、烧麦皮),富马酸,01.110,297,0.6,g/kg,,
07.01,面包,富马酸,01.110,297,3.0,g/kg,,
07.02,糕点,富马酸,01.110,297,3.0,g/kg,,
07.03,饼干,富马酸,01.110,297,3.0,g/kg,,
07.04,焙烤食品馅料及表面用挂浆,富马酸,01.110,297,2.0,g/kg,,
07.05,其他焙烤食品,富马酸,01.110,297,2.0,g/kg,,
08.02.02,腌腊肉制品 类(如 咸 肉、腊 肉、板 鸭、中式火腿、腊肠),富马酸,01.110,297,-1.0,GMP,,
08.03.02,熏、烧、烤肉类(熏肉、叉烧肉、烤鸭、肉脯等),富马酸,01.110,297,-1.0,GMP,,
08.03.03,油炸肉类,富马酸,01.110,297,-1.0,GMP,,
08.03.05,肉灌肠类,富马酸,01.110,297,-1.0,GMP,,
09.02.02,冷冻挂浆制品,富马酸,01.110,297,-1.0,GMP,,
09.04.02,经烹调或油炸的水产品,富马酸,01.110,297,-1.0,GMP,,
09.04.03,熏、烤水产品,富马酸,01.110,297,-1.0,GMP,,
14.02.03,果蔬汁(浆)类饮料,富马酸,01.110,297,0.6,g/kg,,
14.04,碳酸饮料,富马酸,01.110,297,0.3,g/kg,,
05.02.01,胶基糖果,富马酸一钠,01.311,365,-1.0,GMP,,
06.03.02.01,生湿面制品(如 面 条、饺 子 皮、馄 饼 皮、烧麦皮),富马酸一钠,01.311,365,-1.0,GMP,,
07.0,焙烤食品,富马酸一钠,01.311,365,-1.0,GMP,,
08.0,肉及肉制品(08.01生、鲜肉除外),富马酸一钠,01.311,365,-1.0,GMP,,
09.0,水产及其制品 (包括鱼类、甲壳类、贝类、软体类、棘皮类等水产及其加工制品等)[09.01鲜水产、09.03预制水产品(半成品)除外],富马酸一钠,01.311,365,-1.0,GMP,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],富马酸一钠,01.311,365,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",改性大豆磷脂,10.019,,-1.0,GMP,,
02.01,基本不含水的脂肪和油,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
06.03.02.05,油炸面制品,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
06.07,方便米面制品,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
07.03,饼干,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
08.02.02,腌腊肉制品类(如咸肉、腊肉、板鸭、中式火腿、腊肠),甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
08.03.01,酱卤肉制品类,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
08.03.02,熏、烧、烤肉类(熏肉、叉烧肉、烤鸭、肉脯等),甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
08.03.03,油炸肉类,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
08.03.04,西式火腿(熏烤、烟熏、蒸煮火腿)类,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
08.03.05,肉灌肠类,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
08.03.06,发酵肉制品类,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
09.03.02,腌制水产品,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
16.06,膨化食品,甘草抗氧化物,04.008,,0.2,g/kg,,以甘草酸计
04.01.02.08,蜜饯,"甘草酸盐(包括甘草酸铵,甘草酸一钾,甘草酸三钾)",19.012,958,-1.0,GMP,,
05.02,糖果,"甘草酸盐(包括甘草酸铵,甘草酸一钾,甘草酸三钾)",19.012,958,-1.0,GMP,,
07.03,饼干,"甘草酸盐(包括甘草酸铵,甘草酸一钾,甘草酸三钾)",19.012,958,-1.0,GMP,,
08.03.08,肉罐头类,"甘草酸盐(包括甘草酸铵,甘草酸一钾,甘草酸三钾)",19.012,958,-1.0,GMP,,
12.0,调味品(12.01盐及代盐制品、12.09香辛料类除外),"甘草酸盐(包括甘草酸铵,甘草酸一钾,甘草酸三钾)",19.012,958,-1.0,GMP,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],"甘草酸盐(包括甘草酸铵,甘草酸一钾,甘草酸三钾)",19.012,958,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",甘油(又名丙三醇),15.014,422,-1.0,GMP,,
-,"各类食品,表 A.2中编号为1~31、33~68的食品类别除外",柑橘黄,08.143,,-1.0,GMP,,
--,"各类食品,表 A.2中编号为1~68的食品类别除外",高粱红,08.115,,-1.0,GMP,,
06.05.01,食用淀粉,高锰酸钾,00.001,,0.5,g/kg,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",谷氨酸钠,12.001,621,-1.0,GMP,,
01.02.02,风味发酵乳,谷氨酰胺转氨酶,18.013,,0.3,g/kg,,
01.06.01,非熟化干酪,谷氨酰胺转氨酶,18.013,,0.3,g/kg,,
04.04,豆类制品,谷氨酰胺转氨酶,18.013,,0.25,g/kg,,
01.05.01,"各类食品,表 A.2中编号为1~68的食品类别除外",瓜尔胶,20.025,412,-1.0,GMP,,
01.05.01,稀奶油,瓜尔胶,20.025,412,1.0,g/kg,,
13.01.02,较大婴儿和幼儿配方食品,瓜尔胶,20.025,412,1.0,g/L,,以即食状态计
01.03,乳粉和奶油粉及其调制产品(01.03.01乳粉和奶油粉除外),硅酸钙,02.009,552,-1.0,GMP,,
01.06,干酪、再制干酪、干酪制品及干酪类似品,硅酸钙,02.009,552,-1.0,GMP,,
05.01.01,可可制品(包括以可可为主要原料的脂、粉、浆、酱、馅等),硅酸钙,02.009,552,-1.0,GMP,,
06.05,淀粉及淀粉类制品,硅酸钙,02.009,552,-1.0,GMP,,
11.01,食糖,硅酸钙,02.009,552,-1.0,GMP,,
11.04,餐桌甜味料,硅酸钙,02.009,552,-1.0,GMP,,
12.01,盐及代盐制品,硅酸钙,02.009,552,-1.0,GMP,,
12.09.01,香辛料及粉,硅酸钙,02.009,552,-1.0,GMP,,
12.10,复合调味料,硅酸钙,02.009,552,-1.0,GMP,,
14.06,固体饮料,硅酸钙,02.009,552,-1.0,GMP,,
16.04,酵母及酵母类制品,硅酸钙,02.009,552,-1.0,GMP,,
14.02.01,果蔬汁(浆),果胶,20.006,440,-1.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
01.0,乳及乳制品(13.0特殊膳食用食品涉及品种 除 外 )(01.01.01 巴 氏 杀 菌 乳、01.01.02灭菌乳和高温杀菌乳、01.02.01发酵 乳、01.03.01 乳 粉 和 奶 油 粉 和01.05.01稀奶油除外),海藻酸丙二醇酯,20.010,405,3.0,g/kg,,
01.01.03,调制乳,海藻酸丙二醇酯,20.010,405,4.0,g/kg,,
01.02.02,风味发酵乳,海藻酸丙二醇酯,20.010,405,4.0,g/kg,,
01.04.01,淡炼乳(原味),海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
02.01.01.02,氢化植物油,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
02.02,水油状脂肪乳化制品(02.02.01.01黄油和浓缩黄油除外),海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
02.03,"02.02类以外的脂肪乳 化 制 品,包 括 混合的和(或)调味的脂肪乳化制品",海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
03.01,冰淇淋、雪糕类,海藻酸丙二醇酯,20.010,405,1.0,g/kg,,
04.01.02.05,果酱,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
05.01,"可可制品、巧克力和巧克力制品,包括代可可脂巧克力及制品",海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
05.02.01,胶基糖果,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
05.04,"装饰糖果(如工艺造型,或用于蛋糕装饰)、顶饰(非水果材料)和甜汁",海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
06.03.02.01,生湿面制品(如面条、饺子皮、馄饨皮、烧麦皮),海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
06.03.02.02,生干面制品,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
06.03.02.03,发酵面制品,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
06.07,方便米面制品,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
06.08,冷冻米面制品,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
07.01,面包,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
07.02,糕点,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
07.04,焙烤食品馅料及表面用挂浆,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
07.05,其他焙烤食品,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
11.05,调味糖浆,海藻酸丙二醇酯,20.010,405,5.0,g/kg,,
12.10.02,半固体复合调味料,海藻酸丙二醇酯,20.010,405,8.0,g/kg,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],海藻酸丙二醇酯,20.010,405,0.3,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.02.03,果蔬汁(浆)类饮料,海藻酸丙二醇酯,20.010,405,3.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.03.01,含乳饮料,海藻酸丙二醇酯,20.010,405,4.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.03.02,植物蛋白饮料,海藻酸丙二醇酯,20.010,405,5.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.05.02,咖啡(类)饮料,海藻酸丙二醇酯,20.010,405,3.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
15.03.05,啤酒和麦芽饮料,海藻酸丙二醇酯,20.010,405,0.3,g/kg,,
06.03.02,小麦 粉 制 品 [06.03.02.01 生 湿 面 制 品(如 面 条、饺 子 皮、馄 饼 皮、烧 麦 皮 )、06.03.02.02生干面制品除外],海藻酸钙(又名褐藻酸钙),20.046,404,5.0,g/kg,,
07.01,面包,海藻酸钙(又名褐藻酸钙),20.046,404,5.0,g/kg,,
-,"各类食品,表 A.2中编号为1~68的食品类别除外",海藻酸钾(又名褐藻酸钾),20.005,402,-1.0,GMP,,
11.01.02,"各类食品,表 A.2中编号为1~4、6~9、11~30、33~49、54~61、63~68的食品类别除外",海藻酸钠(又名褐藻酸钠),20.004,401,-1.0,GMP,,
11.01.02,赤砂糖、原糖、其他糖和糖浆,海藻酸钠(又名褐藻酸钠),20.004,401,10.0,g/kg,,
13.03,其他特殊膳食用食品(仅限13月龄~10岁特殊医学用途配方食品中氨基酸代谢障碍配方产品),海藻酸钠(又名褐藻酸钠),20.004,401,1.0,g/kg,适用于37月龄~10岁人群的产品,适用于13月龄~36月龄幼儿的产品
06.04.02.02,其他杂粮制品(仅限脱水马铃薯制品),核黄素,08.148,101,0.3,g/kg,,
06.07,方便米面制品,核黄素,08.148,101,0.05,g/kg,,
12.10.01,固体复合调味料,核黄素,08.148,101,0.05,g/kg,,
05.02,糖果,黑豆红,08.114,,0.8,g/kg,,
07.02.04,糕点上彩装,黑豆红,08.114,,0.8,g/kg,,
14.02.03,果蔬汁(浆)类饮料,黑豆红,08.114,,0.8,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.08,风味饮料(仅限果味饮料),黑豆红,08.114,,0.8,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
15.02,配制酒,黑豆红,08.114,,0.8,g/kg,,
07.02.04,糕点上彩装,黑加仑红,08.122,163,-1.0,g/kg,,
14.04,碳酸饮料,黑加仑红,08.122,163,0.3,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
15.03.03,果酒,黑加仑红,08.122,163,-1.0,g/kg,,
03.0,冷冻饮品(03.04食用冰除外),红花黄,08.103,,0.5,g/kg,,
04.01.02.04,水果罐头,红花黄,08.103,,0.2,g/kg,,
04.01.02.08,蜜饯,红花黄,08.103,,0.2,g/kg,,
04.01.02.09,装饰性果蔬,红花黄,08.103,,0.2,g/kg,,
04.02.02.03,腌渍的蔬菜,红花黄,08.103,,0.5,g/kg,,
04.02.02.04,蔬菜罐头,红花黄,08.103,,0.2,g/kg,,
04.05.02.01,熟制坚果与籽类(仅限油炸坚果与籽类),红花黄,08.103,,0.5,g/kg,,
05.02,糖果,红花黄,08.103,,0.2,g/kg,,
06.04.02.01,杂粮罐头,红花黄,08.103,,0.2,g/kg,,
06.07,方便米面制品,红花黄,08.103,,0.5,g/kg,,
06.10,粮食制品馅料,红花黄,08.103,,0.5,g/kg,,
07.02.04,糕点上彩装,红花黄,08.103,,0.2,g/kg,,
08.02.02,腌腊肉制品 类(如 咸 肉、腊 肉、板 鸭、中式火腿、腊肠),红花黄,08.103,,0.5,g/kg,,
12.0,调味品(12.01盐及代盐制品、12.09 香辛料类除外),红花黄,08.103,,0.5,g/kg,,
14.02.03,果蔬汁(浆)类饮料,红花黄,08.103,,0.2,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.04,碳酸饮料,红花黄,08.103,,0.2,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
14.08,风味饮料(仅限果味饮料),红花黄,08.103,,0.2,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",
15.02,配制酒,红花黄,08.103,,0.2,g/kg,,
16.01,果冻,红花黄,08.103,,0.2,g/kg,"如用于果冻粉,按冲调倍数增加使用量",
16.06,膨化食品,红花黄,08.103,,0.5,g/kg,,
01.01.03,调制乳,红米红,08.111,,-1.0,GMP,,
03.0,冷冻饮品(03.04食用冰除外),红米红,08.111,,-1.0,GMP,,
05.02,糖果,红米红,08.111,,-1.0,GMP,,
14.03.01,含乳饮料,红米红,08.111,,-1.0,GMP,,
15.02,配制酒,红米红,08.111,,-1.0,GMP,,
06.07,方便米面制品,红曲黄色素,08.152,,-1.0,GMP,,
07.02,糕点,红曲黄色素,08.152,,-1.0,GMP,,
08.03,熟肉制品,红曲黄色素,08.152,,-1.0,GMP,,
10.02.01,卤蛋,红曲黄色素,08.152,,-1.0,GMP,,
12.10.01.02,鸡精、鸡粉,红曲黄色素,08.152,,-1.0,GMP,,
14.02.03,果蔬汁(浆)类饮料,红曲黄色素,08.152,,-1.0,GMP,,
14.03,蛋白饮料,红曲黄色素,08.152,,-1.0,GMP,,
14.04,碳酸饮料,红曲黄色素,08.152,,-1.0,GMP,,
14.06,固体饮料,红曲黄色素,08.152,,-1.0,GMP,,
14.08,风味饮料,红曲黄色素,08.152,,-1.0,GMP,,
15.02,配制酒,红曲黄色素,08.152,,-1.0,GMP,,
16.01,果冻,红曲黄色素,08.152,,-1.0,GMP,,也可用于果冻粉
01.01.03,调制乳,"红曲米,红曲红",08.119,,-1.0,GMP,,
01.02.02,风味发酵乳,"红曲米,红曲红",08.119,,0.8,g/kg,,
01.04.02,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等),"红曲米,红曲红",08.119,,-1.0,GMP,,
03.0,冷冻饮品(03.04食用冰除外),"红曲米,红曲红",08.119,,-1.0,GMP,,
04.01.02.05,果酱,"红曲米,红曲红",08.119,,-1.0,GMP,,
04.02.02.03,腌渍的蔬菜,"红曲米,红曲红",08.119,,-1.0,GMP,,
04.02.02.05,"蔬菜泥(酱),番茄沙司除外","红曲米,红曲红",08.119,,-1.0,GMP,,
04.04.01.05,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等),"红曲米,红曲红",08.119,,-1.0,GMP,,
04.04.02.01,腐乳类,"红曲米,红曲红",08.119,,-1.0,GMP,,
04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),"红曲米,红曲红",08.119,,-1.0,GMP,,
05.02,糖果,"红曲米,红曲红",08.119,,-1.0,GMP,,
05.04,"装饰糖果(如工艺造型,或用于蛋糕装饰)、顶饰(非水果材料)和甜汁","红曲米,红曲红",08.119,,-1.0,GMP,,
06.07,方便米面制品,"红曲米,红曲红",08.119,,-1.0,GMP,,
06.10,粮食制品馅料,"红曲米,红曲红",08.119,,-1.0,GMP,,
07.02,糕点,"红曲米,红曲红",08.119,,0.9,g/kg,,
07.03,饼干,"红曲米,红曲红",08.119,,-1.0,GMP,,
07.04,焙烤食品馅料及表面用挂浆,"红曲米,红曲红",08.119,,1.0,g/kg,,
08.02.02,腌腊肉制品 类(如 咸 肉、腊 肉、板 鸭、中式火腿、腊肠),"红曲米,红曲红",08.119,,-1.0,GMP,,
08.03,熟肉制品,"红曲米,红曲红",08.119,,-1.0,GMP,,
10.03,蛋制品(改变其物理性状)[10.03.01脱水蛋制品(如蛋白粉、蛋黄粉、蛋白片)、10.03.03蛋液与液态蛋除外],"红曲米,红曲红",08.119,,-1.0,GMP,,
10.04,其他蛋制品,"红曲米,红曲红",08.119,,-1.0,GMP,,
11.05,调味糖浆,"红曲米,红曲红",08.119,,-1.0,GMP,,
12.0,调味品(12.01盐及代盐制品、12.09 香辛料类除外),"红曲米,红曲红",08.119,,-1.0,GMP,,
14.02.03,果蔬汁(浆)类饮料,"红曲米,红曲红",08.119,,-1.0,GMP,,
14.03,蛋白饮料,"红曲米,红曲红",08.119,,-1.0,GMP,,
14.04,碳酸饮料,"红曲米,红曲红",08.119,,-1.0,GMP,,
14.06,固体饮料,"红曲米,红曲红",08.119,,-1.0,GMP,,
14.08,风味饮料(仅限果味饮料),"红曲米,红曲红",08.119,,-1.0,GMP,,
15.02,配制酒,"红曲米,红曲红",08.119,,-1.0,GMP,,
16.01,果冻,"红曲米,红曲红",08.119,,-1.0,GMP,也可用于果冻粉,
16.06,膨化食品,"红曲米,红曲红",08.119,,-1.0,GMP,,
01.01.03,调制乳,琥珀酸单甘油酯,10.038,472g,5.0,g/kg,,
01.06.05,干酪类似品,琥珀酸单甘油酯,10.038,472g,10.0,g/kg,,
01.07,以乳为主要配料的即食风味食品或其预制产品(不包括冰淇淋和风味发酵乳),琥珀酸单甘油酯,10.038,472g,5.0,g/kg,,
02.0,脂肪、油和乳化脂肪制品(02.01基本不含水的脂肪和油、02.02.01.01黄油和浓缩黄油除外),琥珀酸单甘油酯,10.038,472g,10.0,g/kg,,
07.0,焙烤食品,琥珀酸单甘油酯,10.038,472g,5.0,g/kg,,
14.02.03,果蔬汁(浆)类饮料,琥珀酸单甘油酯,10.038,472g,2.0,g/kg,,
14.03,蛋白饮料,琥珀酸单甘油酯,10.038,472g,2.0,g/kg,,
14.03.01,含乳饮料,琥珀酸单甘油酯,10.038,472g,5.0,g/kg,,
14.05,茶、咖啡、植物(类)饮料,琥珀酸单甘油酯,10.038,472g,2.0,g/kg,,
14.06,固体饮料,琥珀酸单甘油酯,10.038,472g,20.0,g/kg,,按稀释10倍计算
